index,METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,latln,level_0
1134,Single,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,60116,"{""coordinates"": [-123.1236475500666, 49.27557640519729], ""type"": ""Point""}",Downtown,160409,"(49.27557640519729, -123.1236475500666)",
1141,Single,$6.00,$3.00,$6.00,$3.00,$6.00,$3.00,$3.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63640,"{""coordinates"": [-123.11019033188344, 49.283982579765535], ""type"": ""Point""}",Downtown,580301,"(49.283982579765535, -123.11019033188344)",
1147,Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50066,"{""coordinates"": [-123.10836601598359, 49.2682952246037], ""type"": ""Point""}",Mount Pleasant,B30120,"(49.2682952246037, -123.10836601598359)",
1161,Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,62416,"{""coordinates"": [-123.12855634299783, 49.29028817376756], ""type"": ""Point""}",Downtown,690602,"(49.29028817376756, -123.12855634299783)",
1167,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51625,"{""coordinates"": [-123.1739065701235, 49.26377863227827], ""type"": ""Point""}",Kitsilano,8M2506,"(49.26377863227827, -123.1739065701235)",
1177,Single,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64953,"{""coordinates"": [-123.12842797613975, 49.28717314599491], ""type"": ""Point""}",West End,670731,"(49.28717314599491, -123.12842797613975)",
1202,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52773,"{""coordinates"": [-123.14083689663818, 49.26608144431841], ""type"": ""Point""}",Fairview,892202,"(49.26608144431841, -123.14083689663818)",
1205,Single,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51790,"{""coordinates"": [-123.06970477849822, 49.27065362034445], ""type"": ""Point""}",Grandview-Woodland,6C1517,"(49.27065362034445, -123.06970477849822)",
1208,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54951,"{""coordinates"": [-123.13713332608263, 49.264432490710966], ""type"": ""Point""}",Fairview,B81416,"(49.264432490710966, -123.13713332608263)",
1215,Single,$5.00,$3.00,$5.00,$3.00,$5.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,66322,"{""coordinates"": [-123.11636624381093, 49.28099031561216], ""type"": ""Point""}",Downtown,590704,"(49.28099031561216, -123.11636624381093)",
1216,Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52931,"{""coordinates"": [-123.11306618840216, 49.2620273693594], ""type"": ""Point""}",Mount Pleasant,792601,"(49.2620273693594, -123.11306618840216)",
1217,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50716,"{""coordinates"": [-123.1729313974827, 49.26406921096943], ""type"": ""Point""}",Kitsilano,303016,"(49.26406921096943, -123.1729313974827)",
1224,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52470,"{""coordinates"": [-123.13934016455015, 49.26446879962915], ""type"": ""Point""}",Fairview,B81508,"(49.26446879962915, -123.13934016455015)",
1229,Single,$3.00,$5.00,$3.00,$5.00,$3.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,56452,"{""coordinates"": [-123.1454842426491, 49.26740952179797], ""type"": ""Point""}",Fairview,642014,"(49.26740952179797, -123.1454842426491)",
1245,Single,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,57451,"{""coordinates"": [-123.13967764222792, 49.26971314372891], ""type"": ""Point""}",Fairview,B21533,"(49.26971314372891, -123.13967764222792)",
1280,Single,$1.00,$4.00,$1.00,$4.00,$1.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50884,"{""coordinates"": [-123.06984194852441, 49.2647180109335], ""type"": ""Point""}",Grandview-Woodland,6C2209,"(49.2647180109335, -123.06984194852441)",
1288,Single,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61562,"{""coordinates"": [-123.12789551196681, 49.280068186405224], ""type"": ""Point""}",West End,641103,"(49.280068186405224, -123.12789551196681)",
1290,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54511,"{""coordinates"": [-123.1011273551884, 49.266357159550154], ""type"": ""Point""}",Mount Pleasant,A50136,"(49.266357159550154, -123.1011273551884)",
1292,Single,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,64808,"{""coordinates"": [-123.12084671536967, 49.28731719514253], ""type"": ""Point""}",Downtown,650505,"(49.28731719514253, -123.12084671536967)",
1300,Single,$3.00,$4.00,$3.00,$4.00,$3.00,$4.00,$1.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,66051,"{""coordinates"": [-123.11901187281924, 49.277390780507254], ""type"": ""Point""}",Downtown,570911,"(49.277390780507254, -123.11901187281924)",
1340,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65347,"{""coordinates"": [-123.10786728171546, 49.27968573343498], ""type"": ""Point""}",Downtown,400102,"(49.27968573343498, -123.10786728171546)",
1355,Single,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61439,"{""coordinates"": [-123.1199154470978, 49.28009515658337], ""type"": ""Point""}",Downtown,600827,"(49.28009515658337, -123.1199154470978)",
1368,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52231,"{""coordinates"": [-123.14453186519847, 49.26550091841297], ""type"": ""Point""}",Fairview,B71725,"(49.26550091841297, -123.14453186519847)",
1385,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50100,"{""coordinates"": [-123.1287575678214, 49.26355474202312], ""type"": ""Point""}",Fairview,301041,"(49.26355474202312, -123.1287575678214)",
1413,Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62388,"{""coordinates"": [-123.13025943167143, 49.289435413788986], ""type"": ""Point""}",West End,201502,"(49.289435413788986, -123.13025943167143)",
1445,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56086,"{""coordinates"": [-123.15060617952382, 49.263988703064165], ""type"": ""Point""}",Kitsilano,922417,"(49.263988703064165, -123.15060617952382)",
1492,Single,$4.00,$7.00,$4.00,$7.00,$4.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,65984,"{""coordinates"": [-123.1197891055293, 49.27686496437545], ""type"": ""Point""}",Downtown,571001,"(49.27686496437545, -123.1197891055293)",
1495,Single,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60902,"{""coordinates"": [-123.12501134595232, 49.287374381676955], ""type"": ""Point""}",Downtown,660615,"(49.287374381676955, -123.12501134595232)",
1515,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50970,"{""coordinates"": [-123.1583226441322, 49.23368761840431], ""type"": ""Point""}",Kerrisdale,K22155,"(49.23368761840431, -123.1583226441322)",
1538,Single,$6.00,$7.00,$6.00,$7.00,$6.00,$7.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62024,"{""coordinates"": [-123.10682593234242, 49.28308798461146], ""type"": ""Point""}",Downtown,540221,"(49.28308798461146, -123.10682593234242)",
1559,Single,$5.00,$3.00,$5.00,$3.00,$5.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62625,"{""coordinates"": [-123.126273685849, 49.279207215238316], ""type"": ""Point""}",Downtown,150810,"(49.279207215238316, -123.126273685849)",
1575,Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50860,"{""coordinates"": [-123.10529685272436, 49.267338877254325], ""type"": ""Point""}",Mount Pleasant,B40012,"(49.267338877254325, -123.10529685272436)",
1576,Single,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63656,"{""coordinates"": [-123.11766075483746, 49.277430159875735], ""type"": ""Point""}",Downtown,290908,"(49.277430159875735, -123.11766075483746)",
1593,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50553,"{""coordinates"": [-123.15288857521882, 49.26234724609516], ""type"": ""Point""}",Kitsilano,772614,"(49.26234724609516, -123.15288857521882)",
1597,Single,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51950,"{""coordinates"": [-123.06916768743376, 49.265030091318096], ""type"": ""Point""}",Grandview-Woodland,A61706,"(49.265030091318096, -123.06916768743376)",
1598,Single,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51951,"{""coordinates"": [-123.06938795469625, 49.264120886025744], ""type"": ""Point""}",Grandview-Woodland,A71702,"(49.264120886025744, -123.06938795469625)",
1608,Single,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50915,"{""coordinates"": [-123.10121822579397, 49.26364229155583], ""type"": ""Point""}",Mount Pleasant,A80138,"(49.26364229155583, -123.10121822579397)",
1616,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65620,"{""coordinates"": [-123.10772554392955, 49.27884689407346], ""type"": ""Point""}",Downtown,540625,"(49.27884689407346, -123.10772554392955)",
1662,Single,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,53727,"{""coordinates"": [-123.17795364549136, 49.263865678284574], ""type"": ""Point""}",Kitsilano,0M2505,"(49.263865678284574, -123.17795364549136)",
1665,Single,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64622,"{""coordinates"": [-123.13345094858835, 49.27500976697128], ""type"": ""Point""}",Downtown,631509,"(49.27500976697128, -123.13345094858835)",
1676,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,57159,"{""coordinates"": [-123.18622760932193, 49.26340854506681], ""type"": ""Point""}",West Point Grey,D03704,"(49.26340854506681, -123.18622760932193)",
1690,Single,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,63806,"{""coordinates"": [-123.12535454943642, 49.28433694294737], ""type"": ""Point""}",West End,650809,"(49.28433694294737, -123.12535454943642)",
1705,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54412,"{""coordinates"": [-123.11104486868656, 49.26333034258657], ""type"": ""Point""}",Mount Pleasant,782411,"(49.26333034258657, -123.11104486868656)",
1708,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51673,"{""coordinates"": [-123.1128150935734, 49.26712694240934], ""type"": ""Point""}",Mount Pleasant,792009,"(49.26712694240934, -123.1128150935734)",
1713,Single,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,55014,"{""coordinates"": [-123.10157459803335, 49.24592871832948], ""type"": ""Point""}",Riley Park,E80126,"(49.24592871832948, -123.10157459803335)",
1725,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54746,"{""coordinates"": [-123.15540935960897, 49.263420105827045], ""type"": ""Point""}",Kitsilano,952509,"(49.263420105827045, -123.15540935960897)",
1736,Single,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64766,"{""coordinates"": [-123.11073064188325, 49.28007362272543], ""type"": ""Point""}",Downtown,100103,"(49.28007362272543, -123.11073064188325)",
1746,Single,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64777,"{""coordinates"": [-123.12801736946516, 49.279716969529765], ""type"": ""Point""}",Downtown,641114,"(49.279716969529765, -123.12801736946516)",
1770,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,Yes,56412,"{""coordinates"": [-123.10473710900835, 49.26888119007722], ""type"": ""Point""}",Mount Pleasant,751805,"(49.26888119007722, -123.10473710900835)",
1781,Single,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61553,"{""coordinates"": [-123.12422451262373, 49.284127847130094], ""type"": ""Point""}",West End,121038,"(49.284127847130094, -123.12422451262373)",
1799,Single,$3.00,$6.00,$3.00,$6.00,$3.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64052,"{""coordinates"": [-123.13641496606628, 49.290918414314135], ""type"": ""Point""}",West End,720813,"(49.290918414314135, -123.13641496606628)",
1807,Single,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60577,"{""coordinates"": [-123.11981205154966, 49.277625573451076], ""type"": ""Point""}",Downtown,580935,"(49.277625573451076, -123.11981205154966)",
1815,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64954,"{""coordinates"": [-123.12783913450644, 49.287868864682075], ""type"": ""Point""}",West End,201306,"(49.287868864682075, -123.12783913450644)",
1821,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,61491,"{""coordinates"": [-123.12912660373217, 49.28888417505015], ""type"": ""Point""}",West End,201405,"(49.28888417505015, -123.12912660373217)",
1863,Single,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65195,"{""coordinates"": [-123.10446018223433, 49.281258081815345], ""type"": ""Point""}",Downtown,530405,"(49.281258081815345, -123.10446018223433)",
1886,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56054,"{""coordinates"": [-123.15203591225423, 49.26392794794706], ""type"": ""Point""}",Kitsilano,302029,"(49.26392794794706, -123.15203591225423)",
1892,Single,$3.00,$5.00,$3.00,$5.00,$3.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54955,"{""coordinates"": [-123.10084571921745, 49.247628475249385], ""type"": ""Point""}",Riley Park,E60203,"(49.247628475249385, -123.10084571921745)",
1897,Single,$1.00,$4.00,$1.00,$4.00,$1.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64167,"{""coordinates"": [-123.13364291178236, 49.29040726494776], ""type"": ""Point""}",West End,121637,"(49.29040726494776, -123.13364291178236)",
1898,Single,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60684,"{""coordinates"": [-123.10971736319189, 49.281850543458816], ""type"": ""Point""}",Downtown,560410,"(49.281850543458816, -123.10971736319189)",
1917,Single,$6.00,$6.00,$6.00,$6.00,$6.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64170,"{""coordinates"": [-123.10855183032716, 49.284212563049415], ""type"": ""Point""}",Downtown,180154,"(49.284212563049415, -123.10855183032716)",
1927,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,57630,"{""coordinates"": [-123.1458499343588, 49.26475659994875], ""type"": ""Point""}",Kitsilano,642319,"(49.26475659994875, -123.1458499343588)",
1937,Single,$4.00,$5.00,$4.00,$5.00,$4.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62164,"{""coordinates"": [-123.10716645933294, 49.281822353797864], ""type"": ""Point""}",Downtown,540402,"(49.281822353797864, -123.10716645933294)",
1957,Single,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60486,"{""coordinates"": [-123.11820236450697, 49.28022727083582], ""type"": ""Point""}",Downtown,120504,"(49.28022727083582, -123.11820236450697)",
1960,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,63451,"{""coordinates"": [-123.11882093011886, 49.27468189651292], ""type"": ""Point""}",Downtown,281021,"(49.27468189651292, -123.11882093011886)",
1964,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62327,"{""coordinates"": [-123.13030319022529, 49.288245834488215], ""type"": ""Point""}",West End,121407,"(49.288245834488215, -123.13030319022529)",
2027,Single,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60264,"{""coordinates"": [-123.11783729460804, 49.27749185785154], ""type"": ""Point""}",Downtown,290907,"(49.27749185785154, -123.11783729460804)",
2073,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65293,"{""coordinates"": [-123.12582869481196, 49.27284365050899], ""type"": ""Point""}",Downtown,581402,"(49.27284365050899, -123.12582869481196)",
2083,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,61550,"{""coordinates"": [-123.12628124289456, 49.27190827737824], ""type"": ""Point""}",Downtown,581438,"(49.27190827737824, -123.12628124289456)",
2100,Single,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,50606,"{""coordinates"": [-123.15506621307557, 49.267845992035156], ""type"": ""Point""}",Kitsilano,952004,"(49.267845992035156, -123.15506621307557)",
2107,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52253,"{""coordinates"": [-123.11529840616302, 49.25454532750204], ""type"": ""Point""}",South Cambie,563409,"(49.25454532750204, -123.11529840616302)",
2119,Single,$3.00,$2.00,$3.00,$2.00,$3.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,63494,"{""coordinates"": [-123.10447663616138, 49.279622383486405], ""type"": ""Point""}",Downtown,530525,"(49.279622383486405, -123.10447663616138)",
2142,Single,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65043,"{""coordinates"": [-123.12264237258086, 49.288973382692426], ""type"": ""Point""}",Downtown,660309,"(49.288973382692426, -123.12264237258086)",
2152,Single,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,3 Hr,,No,64603,"{""coordinates"": [-123.13351766125568, 49.27575141518765], ""type"": ""Point""}",Downtown,350912,"(49.27575141518765, -123.13351766125568)",
2155,Single,$5.00,$6.00,$5.00,$6.00,$5.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65213,"{""coordinates"": [-123.14115609305485, 49.28828213754454], ""type"": ""Point""}",West End,361807,"(49.28828213754454, -123.14115609305485)",
2162,Single,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63682,"{""coordinates"": [-123.13345450109738, 49.29150500070583], ""type"": ""Point""}",West End,201718,"(49.29150500070583, -123.13345450109738)",
2165,Single,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,66136,"{""coordinates"": [-123.1331537245157, 49.29290978039096], ""type"": ""Point""}",Downtown,720502,"(49.29290978039096, -123.1331537245157)",
2177,Single,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,61285,"{""coordinates"": [-123.1291995800176, 49.27657249344782], ""type"": ""Point""}",Downtown,621305,"(49.27657249344782, -123.1291995800176)",
2185,Single,$7.00,$5.00,$7.00,$5.00,$7.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64062,"{""coordinates"": [-123.10938848551885, 49.28313784914517], ""type"": ""Point""}",Downtown,560309,"(49.28313784914517, -123.10938848551885)",
